
6;10;10;0;0.0018133000003217603;205.854
6;10;10;0.2;0.003222299999833922;340.188
6;10;10;0.4;0.0029714000002059038;312.734
6;10;100;0;0.02619719999984227;179.716
6;10;100;0.2;0.02913509999962116;239.059
6;10;100;0.4;0.061721099999886064;343.843
6;10;1000;0;0.18288740000025427;205.277
6;10;1000;0.2;0.3072112999998353;287.372
6;10;1000;0.4;0.1776244000002407;239.059
6;100;10;0;0.024319899999682093;179.716
6;100;10;0.2;0.027146000000357162;184.823
6;100;10;0.4;0.027668500000800123;205.854
6;100;100;0;0.163166899999851;179.716
6;100;100;0.2;0.41186279999965336;179.716
6;100;100;0.4;0.18353380000007746;343.642
6;100;1000;0;2.4039951000004294;183.175
6;100;1000;0.2;1.6485017000004518;312.734
6;100;1000;0.4;1.6439105999997992;340.188
12;10;10;0;0.005579000000579981;397.925
12;10;10;0.2;0.0044398000009095995;541.691
12;10;10;0.4;0.005310200000167242;551.691
12;10;100;0;0.03836839999894437;387.002
12;10;100;0.2;0.044420600001103594;511.573
12;10;100;0.4;0.041398299999855226;425.177
12;10;1000;0;0.9827279999990424;404.951
12;10;1000;0.2;0.3384352000011859;372.684
12;10;1000;0.4;0.3312480000004143;487.774
12;100;10;0;0.0392002999997203;219.934
12;100;10;0.2;0.04240060000120138;277.098
12;100;10;0.4;0.05184770000050776;275.801
12;100;100;0;0.3750025999997888;234.56
12;100;100;0.2;0.7114037999999709;233.065
12;100;100;0.4;0.671745200001169;576.442
12;100;1000;0;3.698442900000373;211.073
12;100;1000;0.2;3.8397095000000263;433.732
12;100;1000;0.4;3.9357338000008895;309.809
30;10;10;0;0.028671899999608286;1421.63
30;10;10;0.2;0.02500310000141326;2033.896
30;10;10;0.4;0.03207320000001346;1907.394
30;10;100;0;0.18730080000023008;1680.885
30;10;100;0.2;0.08804800000143587;1914.996
30;10;100;0.4;0.08078949999980978;1578.742
30;10;1000;0;1.0731285000001662;1542.199
30;10;1000;0.2;0.7562208999988798;1798.135
30;10;1000;0.4;1.2673257999995258;1675.036
30;100;10;0;0.17830449999928533;1415.976
30;100;10;0.2;0.17791620000025432;1654.759
30;100;10;0.4;0.08796079999956419;1608.696
30;100;100;0;0.7403527000005852;1334.052
30;100;100;0.2;0.996717300000455;1691.792
30;100;100;0.4;0.8073346000001038;1912.321
30;100;1000;0;9.87001760000021;1283.513
30;100;1000;0.2;9.688033500000529;1784.696
30;100;1000;0.4;10.273994600000151;1561.651
12;400;10;0;0.12907540000014706;381.279
12;400;10;0.2;0.13772919999973965;531.247
12;400;10;0.4;0.14789660000133154;543.951
12;400;100;0;2.532238199999483;364.352
12;400;100;0.2;1.299887499999386;825.522
12;400;100;0.4;1.2685785000012402;759.395
12;400;1000;0;16.434654599999703;308.659
12;400;1000;0.2;16.853016099999877;746.286
12;400;1000;0.4;17.06647040000098;583.445
30;400;10;0;0.31858549999924435;1040.471
30;400;10;0.2;0.6411347000012029;1141.675
30;400;10;0.4;0.9435914000005141;1227.347
30;400;100;0;3.7644586999995227;1053.393
30;400;100;0.2;3.923946500000966;1505.876
30;400;100;0.4;4.146521999999095;1352.122
30;400;1000;0;38.59110350000083;1017.743
30;400;1000;0.2;38.963475700000345;1339.904
30;400;1000;0.4;39.76381330000004;1566.198
