
5;10;10;0;0.0016357000004063593;234.271
5;10;10;0.2;0.0020008000001325854;306.113
5;10;10;0.4;0.0019732000000658445;388.386
5;10;100;0;0.015725799999927403;234.271
5;10;100;0.2;0.015303500000300119;253.124
5;10;100;0.4;0.01574079999954847;383.885
5;10;1000;0;0.14705010000034235;234.271
5;10;1000;0.2;0.18339649999961694;255.857
5;10;1000;0.4;0.21635280000009516;234.271
5;100;10;0;0.0177466999994067;234.271
5;100;10;0.2;0.016611099999863654;234.271
5;100;10;0.4;0.017434700000194425;234.271
5;100;100;0;0.14327090000006137;234.271
5;100;100;0.2;0.17268010000043432;306.113
5;100;100;0.4;0.17407559999992372;234.271
5;100;1000;0;1.3831798999999592;234.271
5;100;1000;0.2;2.695189800000662;253.124
5;100;1000;0.4;1.4328866999994716;318.312
10;10;10;0;0.005065399999693909;390.938
10;10;10;0.2;0.004004299999905925;387.857
10;10;10;0.4;0.011560699999790813;488.833
10;10;100;0;0.061410300000716234;369.484
10;10;100;0.2;0.06903239999974176;376.466
10;10;100;0.4;0.034703900000749854;455.495
10;10;1000;0;0.3196682999996483;386.872
10;10;1000;0.2;0.3167453999994905;407.452
10;10;1000;0.4;0.30767780000041967;368.239
10;100;10;0;0.03123559999949066;326.355
10;100;10;0.2;0.03155909999986761;340.513
10;100;10;0.4;0.031739099999867904;390.335
10;100;100;0;0.43806229999972857;315.371
10;100;100;0.2;0.6413892000000487;333.835
10;100;100;0.4;0.2983710999997129;432.097
10;100;1000;0;3.792557300000226;357.451
10;100;1000;0.2;2.896596800000225;453.441
10;100;1000;0.4;2.5722455999994054;393.663
30;10;10;0;0.021477000000231783;1594.163
30;10;10;0.2;0.019178200000169454;1730.843
30;10;10;0.4;0.021823099999892293;1815.849
30;10;100;0;0.1944751000000906;1723.902
30;10;100;0.2;0.17976259999977628;1779.374
30;10;100;0.4;0.07815660000051139;1709.206
30;10;1000;0;0.8136328000000503;1564.531
30;10;1000;0.2;1.2601315000001705;1668.68
30;10;1000;0.4;0.8348444999992353;1833.724
30;100;10;0;0.0950291000008292;1465.396
30;100;10;0.2;0.09732540000004519;1700.855
30;100;10;0.4;0.10823080000045593;1754.661
30;100;100;0;0.8841972999998688;1393.46
30;100;100;0.2;0.9185653999993519;1689.231
30;100;100;0.4;1.0783701000000292;1957.366
30;100;1000;0;9.642583299999387;1528.884
30;100;1000;0.2;9.539081599999918;1738.371
30;100;1000;0.4;10.20471710000038;1786.923
10;400;10;0;0.11745419999897422;419.591
10;400;10;0.2;0.11453439999968396;493.47
10;400;10;0.4;0.12224870000136434;462.97
10;400;100;0;1.0660865000008926;400.894
10;400;100;0.2;1.0150335999987874;647.446
10;400;100;0.4;1.3037867000002734;800.096
10;400;1000;0;13.210007400000904;448.818
10;400;1000;0.2;12.598728300001312;688.18
10;400;1000;0.4;14.281404599998496;342.17
30;400;10;0;0.3133612000001449;1162.03
30;400;10;0.2;0.8735089999991033;1294.327
30;400;10;0.4;0.322125299999243;1224.84
30;400;100;0;4.14034090000132;1153.607
30;400;100;0.2;3.916957999999795;1618.62
30;400;100;0.4;3.949879100000544;1572.95
30;400;1000;0;38.77004029999989;1087.363
30;400;1000;0.2;41.913430900000094;1619.96
30;400;1000;0.4;43.49037359999966;1505.5
